stem,answer,choice,prefix,prediction,accuracy
['light' 'flavor'],1,"[['idea', 'understand'], ['trivial', 'interestingness'], ['idea', 'analyze'], ['idea', 'important'], ['idea', 'trivial'], ['idea', 'understanding'], ['idea', 'comprehension'], ['idea', 'teaching'], ['idea', 'theory'], ['idea', 'creativity'], ['idea', 'curiosity'], ['idea', 'interestingness'], ['idea', 'originality'], ['idea', 'irrelevance'], ['idea', 'provocation'], ['idea', 'learning'], ['understand', 'analyze'], ['understand', 'important'], ['understand', 'trivial'], ['understand', 'understanding'], ['understand', 'comprehension'], ['understand', 'teaching'], ['understand', 'theory'], ['understand', 'creativity'], ['understand', 'curiosity'], ['understand', 'interestingness'], ['understand', 'originality'], ['understand', 'irrelevance'], ['understand', 'provocation'], ['understand', 'learning'], ['analyze', 'important'], ['analyze', 'trivial'], ['analyze', 'understanding'], ['analyze', 'comprehension'], ['analyze', 'teaching'], ['analyze', 'theory'], ['analyze', 'creativity'], ['analyze', 'curiosity'], ['analyze', 'interestingness'], ['analyze', 'originality'], ['analyze', 'irrelevance'], ['analyze', 'provocation'], ['analyze', 'learning'], ['important', 'trivial'], ['important', 'understanding'], ['important', 'comprehension'], ['important', 'teaching'], ['important', 'theory'], ['important', 'creativity'], ['important', 'curiosity'], ['important', 'interestingness'], ['important', 'originality'], ['important', 'irrelevance'], ['important', 'provocation'], ['important', 'learning'], ['trivial', 'understanding'], ['trivial', 'comprehension'], ['trivial', 'teaching'], ['trivial', 'theory'], ['trivial', 'creativity'], ['trivial', 'curiosity'], ['trivial', 'originality'], ['trivial', 'irrelevance'], ['trivial', 'provocation'], ['trivial', 'learning'], ['understanding', 'comprehension'], ['understanding', 'teaching'], ['understanding', 'theory'], ['understanding', 'creativity'], ['understanding', 'curiosity'], ['understanding', 'interestingness'], ['understanding', 'originality'], ['understanding', 'irrelevance'], ['understanding', 'provocation'], ['understanding', 'learning'], ['comprehension', 'teaching'], ['comprehension', 'theory'], ['comprehension', 'creativity'], ['comprehension', 'curiosity'], ['comprehension', 'interestingness'], ['comprehension', 'originality'], ['comprehension', 'irrelevance'], ['comprehension', 'provocation'], ['comprehension', 'learning'], ['teaching', 'theory'], ['teaching', 'creativity'], ['teaching', 'curiosity'], ['teaching', 'interestingness'], ['teaching', 'originality'], ['teaching', 'irrelevance'], ['teaching', 'provocation'], ['teaching', 'learning'], ['theory', 'creativity'], ['theory', 'curiosity'], ['theory', 'interestingness'], ['theory', 'originality'], ['theory', 'irrelevance'], ['theory', 'provocation'], ['theory', 'learning'], ['creativity', 'curiosity'], ['creativity', 'interestingness'], ['creativity', 'originality'], ['creativity', 'irrelevance'], ['creativity', 'provocation'], ['creativity', 'learning'], ['curiosity', 'interestingness'], ['curiosity', 'originality'], ['curiosity', 'irrelevance'], ['curiosity', 'provocation'], ['curiosity', 'learning'], ['interestingness', 'originality'], ['interestingness', 'irrelevance'], ['interestingness', 'provocation'], ['interestingness', 'learning'], ['originality', 'irrelevance'], ['originality', 'provocation'], ['originality', 'learning'], ['irrelevance', 'provocation'], ['irrelevance', 'learning'], ['provocation', 'learning']]",metaphor,114,False
['travelling' 'arriving'],0,"[['problem solving', 'succeeding'], ['difficulties', 'goal'], ['difficulties', 'plan'], ['difficulties', 'person'], ['difficulties', 'problem solving'], ['difficulties', 'partner'], ['difficulties', 'succeeding'], ['goal', 'plan'], ['goal', 'person'], ['goal', 'problem solving'], ['goal', 'partner'], ['goal', 'succeeding'], ['plan', 'person'], ['plan', 'problem solving'], ['plan', 'partner'], ['plan', 'succeeding'], ['person', 'problem solving'], ['person', 'partner'], ['person', 'succeeding'], ['problem solving', 'partner'], ['partner', 'succeeding']]",metaphor,0,True
['battle' 'soldier'],2,"[['sport', 'team'], ['sport', 'coach'], ['match', 'sportsman'], ['sport', 'match'], ['sport', 'sportsman'], ['sport', 'field'], ['sport', 'ball'], ['team', 'coach'], ['team', 'match'], ['team', 'sportsman'], ['team', 'field'], ['team', 'ball'], ['coach', 'match'], ['coach', 'sportsman'], ['coach', 'field'], ['coach', 'ball'], ['match', 'field'], ['match', 'ball'], ['sportsman', 'field'], ['sportsman', 'ball'], ['field', 'ball']]",metaphor,4,False
['bet' 'operator'],16,"[['politics', 'incumbent'], ['politics', 'public'], ['politics', 'challenger'], ['politics', 'campaigning'], ['politics', 'politician'], ['politics', 'election'], ['politics', 'law'], ['politics', 'parliament'], ['politics', 'press'], ['politics', 'citizen'], ['politics', 'campaign'], ['politics', 'people'], ['politics', 'president'], ['politics', 'money'], ['politics', 'crisis'], ['politics', 'corruption'], ['election', 'president'], ['incumbent', 'public'], ['incumbent', 'challenger'], ['incumbent', 'campaigning'], ['incumbent', 'politician'], ['incumbent', 'election'], ['incumbent', 'law'], ['incumbent', 'parliament'], ['incumbent', 'press'], ['incumbent', 'citizen'], ['incumbent', 'campaign'], ['incumbent', 'people'], ['incumbent', 'president'], ['incumbent', 'money'], ['incumbent', 'crisis'], ['incumbent', 'corruption'], ['public', 'challenger'], ['public', 'campaigning'], ['public', 'politician'], ['public', 'election'], ['public', 'law'], ['public', 'parliament'], ['public', 'press'], ['public', 'citizen'], ['public', 'campaign'], ['public', 'people'], ['public', 'president'], ['public', 'money'], ['public', 'crisis'], ['public', 'corruption'], ['challenger', 'campaigning'], ['challenger', 'politician'], ['challenger', 'election'], ['challenger', 'law'], ['challenger', 'parliament'], ['challenger', 'press'], ['challenger', 'citizen'], ['challenger', 'campaign'], ['challenger', 'people'], ['challenger', 'president'], ['challenger', 'money'], ['challenger', 'crisis'], ['challenger', 'corruption'], ['campaigning', 'politician'], ['campaigning', 'election'], ['campaigning', 'law'], ['campaigning', 'parliament'], ['campaigning', 'press'], ['campaigning', 'citizen'], ['campaigning', 'campaign'], ['campaigning', 'people'], ['campaigning', 'president'], ['campaigning', 'money'], ['campaigning', 'crisis'], ['campaigning', 'corruption'], ['politician', 'election'], ['politician', 'law'], ['politician', 'parliament'], ['politician', 'press'], ['politician', 'citizen'], ['politician', 'campaign'], ['politician', 'people'], ['politician', 'president'], ['politician', 'money'], ['politician', 'crisis'], ['politician', 'corruption'], ['election', 'law'], ['election', 'parliament'], ['election', 'press'], ['election', 'citizen'], ['election', 'campaign'], ['election', 'people'], ['election', 'money'], ['election', 'crisis'], ['election', 'corruption'], ['law', 'parliament'], ['law', 'press'], ['law', 'citizen'], ['law', 'campaign'], ['law', 'people'], ['law', 'president'], ['law', 'money'], ['law', 'crisis'], ['law', 'corruption'], ['parliament', 'press'], ['parliament', 'citizen'], ['parliament', 'campaign'], ['parliament', 'people'], ['parliament', 'president'], ['parliament', 'money'], ['parliament', 'crisis'], ['parliament', 'corruption'], ['press', 'citizen'], ['press', 'campaign'], ['press', 'people'], ['press', 'president'], ['press', 'money'], ['press', 'crisis'], ['press', 'corruption'], ['citizen', 'campaign'], ['citizen', 'people'], ['citizen', 'president'], ['citizen', 'money'], ['citizen', 'crisis'], ['citizen', 'corruption'], ['campaign', 'people'], ['campaign', 'president'], ['campaign', 'money'], ['campaign', 'crisis'], ['campaign', 'corruption'], ['people', 'president'], ['people', 'money'], ['people', 'crisis'], ['people', 'corruption'], ['president', 'money'], ['president', 'crisis'], ['president', 'corruption'], ['money', 'crisis'], ['money', 'corruption'], ['crisis', 'corruption']]",metaphor,4,False
['warrior' 'weapon'],9,"[['illness', 'patient'], ['illness', 'disease'], ['illness', 'medicine'], ['illness', 'health'], ['illness', 'death'], ['illness', 'virus'], ['illness', 'diagnosis'], ['illness', 'course'], ['illness', 'stage'], ['patient', 'medicine'], ['illness', 'infection'], ['patient', 'disease'], ['patient', 'health'], ['patient', 'death'], ['patient', 'virus'], ['patient', 'diagnosis'], ['patient', 'course'], ['patient', 'stage'], ['patient', 'infection'], ['disease', 'medicine'], ['disease', 'health'], ['disease', 'death'], ['disease', 'virus'], ['disease', 'diagnosis'], ['disease', 'course'], ['disease', 'stage'], ['disease', 'infection'], ['medicine', 'health'], ['medicine', 'death'], ['medicine', 'virus'], ['medicine', 'diagnosis'], ['medicine', 'course'], ['medicine', 'stage'], ['medicine', 'infection'], ['health', 'death'], ['health', 'virus'], ['health', 'diagnosis'], ['health', 'course'], ['health', 'stage'], ['health', 'infection'], ['death', 'virus'], ['death', 'diagnosis'], ['death', 'course'], ['death', 'stage'], ['death', 'infection'], ['virus', 'diagnosis'], ['virus', 'course'], ['virus', 'stage'], ['virus', 'infection'], ['diagnosis', 'course'], ['diagnosis', 'stage'], ['diagnosis', 'infection'], ['course', 'stage'], ['course', 'infection'], ['stage', 'infection']]",metaphor,27,False
['heavy' 'food'],13,"[['idea', 'understand'], ['idea', 'analyze'], ['idea', 'important'], ['idea', 'trivial'], ['idea', 'understanding'], ['idea', 'comprehension'], ['idea', 'teaching'], ['idea', 'theory'], ['idea', 'creativity'], ['idea', 'curiosity'], ['idea', 'interestingness'], ['idea', 'originality'], ['idea', 'irrelevance'], ['important', 'theory'], ['idea', 'provocation'], ['idea', 'learning'], ['understand', 'analyze'], ['understand', 'important'], ['understand', 'trivial'], ['understand', 'understanding'], ['understand', 'comprehension'], ['understand', 'teaching'], ['understand', 'theory'], ['understand', 'creativity'], ['understand', 'curiosity'], ['understand', 'interestingness'], ['understand', 'originality'], ['understand', 'irrelevance'], ['understand', 'provocation'], ['understand', 'learning'], ['analyze', 'important'], ['analyze', 'trivial'], ['analyze', 'understanding'], ['analyze', 'comprehension'], ['analyze', 'teaching'], ['analyze', 'theory'], ['analyze', 'creativity'], ['analyze', 'curiosity'], ['analyze', 'interestingness'], ['analyze', 'originality'], ['analyze', 'irrelevance'], ['analyze', 'provocation'], ['analyze', 'learning'], ['important', 'trivial'], ['important', 'understanding'], ['important', 'comprehension'], ['important', 'teaching'], ['important', 'creativity'], ['important', 'curiosity'], ['important', 'interestingness'], ['important', 'originality'], ['important', 'irrelevance'], ['important', 'provocation'], ['important', 'learning'], ['trivial', 'understanding'], ['trivial', 'comprehension'], ['trivial', 'teaching'], ['trivial', 'theory'], ['trivial', 'creativity'], ['trivial', 'curiosity'], ['trivial', 'interestingness'], ['trivial', 'originality'], ['trivial', 'irrelevance'], ['trivial', 'provocation'], ['trivial', 'learning'], ['understanding', 'comprehension'], ['understanding', 'teaching'], ['understanding', 'theory'], ['understanding', 'creativity'], ['understanding', 'curiosity'], ['understanding', 'interestingness'], ['understanding', 'originality'], ['understanding', 'irrelevance'], ['understanding', 'provocation'], ['understanding', 'learning'], ['comprehension', 'teaching'], ['comprehension', 'theory'], ['comprehension', 'creativity'], ['comprehension', 'curiosity'], ['comprehension', 'interestingness'], ['comprehension', 'originality'], ['comprehension', 'irrelevance'], ['comprehension', 'provocation'], ['comprehension', 'learning'], ['teaching', 'theory'], ['teaching', 'creativity'], ['teaching', 'curiosity'], ['teaching', 'interestingness'], ['teaching', 'originality'], ['teaching', 'irrelevance'], ['teaching', 'provocation'], ['teaching', 'learning'], ['theory', 'creativity'], ['theory', 'curiosity'], ['theory', 'interestingness'], ['theory', 'originality'], ['theory', 'irrelevance'], ['theory', 'provocation'], ['theory', 'learning'], ['creativity', 'curiosity'], ['creativity', 'interestingness'], ['creativity', 'originality'], ['creativity', 'irrelevance'], ['creativity', 'provocation'], ['creativity', 'learning'], ['curiosity', 'interestingness'], ['curiosity', 'originality'], ['curiosity', 'irrelevance'], ['curiosity', 'provocation'], ['curiosity', 'learning'], ['interestingness', 'originality'], ['interestingness', 'irrelevance'], ['interestingness', 'provocation'], ['interestingness', 'learning'], ['originality', 'irrelevance'], ['originality', 'provocation'], ['originality', 'learning'], ['irrelevance', 'provocation'], ['irrelevance', 'learning'], ['provocation', 'learning']]",metaphor,118,False
['attacks' 'battleground'],6,"[['argument', 'debater'], ['argument', 'refute'], ['argument', 'arguing'], ['argument', 'acceptance'], ['argument', 'criticizes'], ['argument', 'logic'], ['criticizes', 'topic'], ['argument', 'topic'], ['argument', 'claim'], ['argument', 'criticize'], ['argument', 'rhetoric'], ['argument', 'retraction'], ['argument', 'loss'], ['argument', 'win'], ['debater', 'refute'], ['debater', 'arguing'], ['debater', 'acceptance'], ['debater', 'criticizes'], ['debater', 'logic'], ['debater', 'topic'], ['debater', 'claim'], ['debater', 'criticize'], ['debater', 'rhetoric'], ['debater', 'retraction'], ['debater', 'loss'], ['debater', 'win'], ['refute', 'arguing'], ['refute', 'acceptance'], ['refute', 'criticizes'], ['refute', 'logic'], ['refute', 'topic'], ['refute', 'claim'], ['refute', 'criticize'], ['refute', 'rhetoric'], ['refute', 'retraction'], ['refute', 'loss'], ['refute', 'win'], ['arguing', 'acceptance'], ['arguing', 'criticizes'], ['arguing', 'logic'], ['arguing', 'topic'], ['arguing', 'claim'], ['arguing', 'criticize'], ['arguing', 'rhetoric'], ['arguing', 'retraction'], ['arguing', 'loss'], ['arguing', 'win'], ['acceptance', 'criticizes'], ['acceptance', 'logic'], ['acceptance', 'topic'], ['acceptance', 'claim'], ['acceptance', 'criticize'], ['acceptance', 'rhetoric'], ['acceptance', 'retraction'], ['acceptance', 'loss'], ['acceptance', 'win'], ['criticizes', 'logic'], ['criticizes', 'claim'], ['criticizes', 'criticize'], ['criticizes', 'rhetoric'], ['criticizes', 'retraction'], ['criticizes', 'loss'], ['criticizes', 'win'], ['logic', 'topic'], ['logic', 'claim'], ['logic', 'criticize'], ['logic', 'rhetoric'], ['logic', 'retraction'], ['logic', 'loss'], ['logic', 'win'], ['topic', 'claim'], ['topic', 'criticize'], ['topic', 'rhetoric'], ['topic', 'retraction'], ['topic', 'loss'], ['topic', 'win'], ['claim', 'criticize'], ['claim', 'rhetoric'], ['claim', 'retraction'], ['claim', 'loss'], ['claim', 'win'], ['criticize', 'rhetoric'], ['criticize', 'retraction'], ['criticize', 'loss'], ['criticize', 'win'], ['rhetoric', 'retraction'], ['rhetoric', 'loss'], ['rhetoric', 'win'], ['retraction', 'loss'], ['retraction', 'win'], ['loss', 'win']]",metaphor,0,False
['eating' 'seasoning'],5,"[['idea', 'understand'], ['idea', 'analyze'], ['idea', 'important'], ['idea', 'trivial'], ['idea', 'understanding'], ['understanding', 'provocation'], ['idea', 'comprehension'], ['idea', 'teaching'], ['idea', 'theory'], ['idea', 'creativity'], ['idea', 'curiosity'], ['idea', 'interestingness'], ['idea', 'originality'], ['idea', 'irrelevance'], ['idea', 'provocation'], ['idea', 'learning'], ['understand', 'analyze'], ['understand', 'important'], ['understand', 'trivial'], ['understand', 'understanding'], ['understand', 'comprehension'], ['understand', 'teaching'], ['understand', 'theory'], ['understand', 'creativity'], ['understand', 'curiosity'], ['understand', 'interestingness'], ['understand', 'originality'], ['understand', 'irrelevance'], ['understand', 'provocation'], ['understand', 'learning'], ['analyze', 'important'], ['analyze', 'trivial'], ['analyze', 'understanding'], ['analyze', 'comprehension'], ['analyze', 'teaching'], ['analyze', 'theory'], ['analyze', 'creativity'], ['analyze', 'curiosity'], ['analyze', 'interestingness'], ['analyze', 'originality'], ['analyze', 'irrelevance'], ['analyze', 'provocation'], ['analyze', 'learning'], ['important', 'trivial'], ['important', 'understanding'], ['important', 'comprehension'], ['important', 'teaching'], ['important', 'theory'], ['important', 'creativity'], ['important', 'curiosity'], ['important', 'interestingness'], ['important', 'originality'], ['important', 'irrelevance'], ['important', 'provocation'], ['important', 'learning'], ['trivial', 'understanding'], ['trivial', 'comprehension'], ['trivial', 'teaching'], ['trivial', 'theory'], ['trivial', 'creativity'], ['trivial', 'curiosity'], ['trivial', 'interestingness'], ['trivial', 'originality'], ['trivial', 'irrelevance'], ['trivial', 'provocation'], ['trivial', 'learning'], ['understanding', 'comprehension'], ['understanding', 'teaching'], ['understanding', 'theory'], ['understanding', 'creativity'], ['understanding', 'curiosity'], ['understanding', 'interestingness'], ['understanding', 'originality'], ['understanding', 'irrelevance'], ['understanding', 'learning'], ['comprehension', 'teaching'], ['comprehension', 'theory'], ['comprehension', 'creativity'], ['comprehension', 'curiosity'], ['comprehension', 'interestingness'], ['comprehension', 'originality'], ['comprehension', 'irrelevance'], ['comprehension', 'provocation'], ['comprehension', 'learning'], ['teaching', 'theory'], ['teaching', 'creativity'], ['teaching', 'curiosity'], ['teaching', 'interestingness'], ['teaching', 'originality'], ['teaching', 'irrelevance'], ['teaching', 'provocation'], ['teaching', 'learning'], ['theory', 'creativity'], ['theory', 'curiosity'], ['theory', 'interestingness'], ['theory', 'originality'], ['theory', 'irrelevance'], ['theory', 'provocation'], ['theory', 'learning'], ['creativity', 'curiosity'], ['creativity', 'interestingness'], ['creativity', 'originality'], ['creativity', 'irrelevance'], ['creativity', 'provocation'], ['creativity', 'learning'], ['curiosity', 'interestingness'], ['curiosity', 'originality'], ['curiosity', 'irrelevance'], ['curiosity', 'provocation'], ['curiosity', 'learning'], ['interestingness', 'originality'], ['interestingness', 'irrelevance'], ['interestingness', 'provocation'], ['interestingness', 'learning'], ['originality', 'irrelevance'], ['originality', 'provocation'], ['originality', 'learning'], ['irrelevance', 'provocation'], ['irrelevance', 'learning'], ['provocation', 'learning']]",metaphor,101,False
['ship' 'children'],10,"[['nation', 'president'], ['nation', 'congress'], ['nation', 'citizen'], ['nation', 'problem'], ['nation', 'outlook'], ['nation', 'law'], ['nation', 'crime'], ['nation', 'imprisonment'], ['nation', 'aid'], ['president', 'congress'], ['nation', 'public '], ['president', 'citizen'], ['president', 'problem'], ['president', 'outlook'], ['president', 'law'], ['president', 'public '], ['president', 'crime'], ['president', 'imprisonment'], ['president', 'aid'], ['congress', 'citizen'], ['congress', 'problem'], ['congress', 'outlook'], ['congress', 'law'], ['congress', 'public '], ['congress', 'crime'], ['congress', 'imprisonment'], ['congress', 'aid'], ['citizen', 'problem'], ['citizen', 'outlook'], ['citizen', 'law'], ['citizen', 'public '], ['citizen', 'crime'], ['citizen', 'imprisonment'], ['citizen', 'aid'], ['problem', 'outlook'], ['problem', 'law'], ['problem', 'public '], ['problem', 'crime'], ['problem', 'imprisonment'], ['problem', 'aid'], ['outlook', 'law'], ['outlook', 'public '], ['outlook', 'crime'], ['outlook', 'imprisonment'], ['outlook', 'aid'], ['law', 'public '], ['law', 'crime'], ['law', 'imprisonment'], ['law', 'aid'], ['public ', 'crime'], ['public ', 'imprisonment'], ['public ', 'aid'], ['crime', 'imprisonment'], ['crime', 'aid'], ['imprisonment', 'aid']]",metaphor,46,False
['wanders' 'darkness'],13,"[['understanding', 'understand'], ['understanding', 'speaker'], ['understanding', 'argument'], ['understanding', 'listener'], ['understanding', 'misunderstood'], ['understanding', 'digresses'], ['understanding', 'complicated'], ['understanding', 'simple'], ['understanding', 'knowledge'], ['understanding', 'explaining'], ['understanding', 'confusion'], ['understanding', 'interpretation'], ['understanding', 'secret'], ['digresses', 'confusion'], ['understand', 'speaker'], ['understand', 'argument'], ['understand', 'listener'], ['understand', 'misunderstood'], ['understand', 'digresses'], ['understand', 'complicated'], ['understand', 'simple'], ['understand', 'knowledge'], ['understand', 'explaining'], ['understand', 'confusion'], ['understand', 'interpretation'], ['understand', 'secret'], ['speaker', 'argument'], ['speaker', 'listener'], ['speaker', 'misunderstood'], ['speaker', 'digresses'], ['speaker', 'complicated'], ['speaker', 'simple'], ['speaker', 'knowledge'], ['speaker', 'explaining'], ['speaker', 'confusion'], ['speaker', 'interpretation'], ['speaker', 'secret'], ['argument', 'listener'], ['argument', 'misunderstood'], ['argument', 'digresses'], ['argument', 'complicated'], ['argument', 'simple'], ['argument', 'knowledge'], ['argument', 'explaining'], ['argument', 'confusion'], ['argument', 'interpretation'], ['argument', 'secret'], ['listener', 'misunderstood'], ['listener', 'digresses'], ['listener', 'complicated'], ['listener', 'simple'], ['listener', 'knowledge'], ['listener', 'explaining'], ['listener', 'confusion'], ['listener', 'interpretation'], ['listener', 'secret'], ['misunderstood', 'digresses'], ['misunderstood', 'complicated'], ['misunderstood', 'simple'], ['misunderstood', 'knowledge'], ['misunderstood', 'explaining'], ['misunderstood', 'confusion'], ['misunderstood', 'interpretation'], ['misunderstood', 'secret'], ['digresses', 'complicated'], ['digresses', 'simple'], ['digresses', 'knowledge'], ['digresses', 'explaining'], ['digresses', 'interpretation'], ['digresses', 'secret'], ['complicated', 'simple'], ['complicated', 'knowledge'], ['complicated', 'explaining'], ['complicated', 'confusion'], ['complicated', 'interpretation'], ['complicated', 'secret'], ['simple', 'knowledge'], ['simple', 'explaining'], ['simple', 'confusion'], ['simple', 'interpretation'], ['simple', 'secret'], ['knowledge', 'explaining'], ['knowledge', 'confusion'], ['knowledge', 'interpretation'], ['knowledge', 'secret'], ['explaining', 'confusion'], ['explaining', 'interpretation'], ['explaining', 'secret'], ['confusion', 'interpretation'], ['confusion', 'secret'], ['interpretation', 'secret']]",metaphor,8,False
['sea' 'pool'],1,"[['money', 'person'], ['wealth', 'capital'], ['money', 'trade'], ['money', 'investing'], ['money', 'transfer'], ['money', 'income'], ['money', 'loss'], ['money', 'bank'], ['money', 'wealth'], ['money', 'salary'], ['money', 'capital'], ['person', 'trade'], ['person', 'investing'], ['person', 'transfer'], ['person', 'income'], ['person', 'loss'], ['person', 'bank'], ['person', 'wealth'], ['person', 'salary'], ['person', 'capital'], ['trade', 'investing'], ['trade', 'transfer'], ['trade', 'income'], ['trade', 'loss'], ['trade', 'bank'], ['trade', 'wealth'], ['trade', 'salary'], ['trade', 'capital'], ['investing', 'transfer'], ['investing', 'income'], ['investing', 'loss'], ['investing', 'bank'], ['investing', 'wealth'], ['investing', 'salary'], ['investing', 'capital'], ['transfer', 'income'], ['transfer', 'loss'], ['transfer', 'bank'], ['transfer', 'wealth'], ['transfer', 'salary'], ['transfer', 'capital'], ['income', 'loss'], ['income', 'bank'], ['income', 'wealth'], ['income', 'salary'], ['income', 'capital'], ['loss', 'bank'], ['loss', 'wealth'], ['loss', 'salary'], ['loss', 'capital'], ['bank', 'wealth'], ['bank', 'salary'], ['bank', 'capital'], ['wealth', 'salary'], ['salary', 'capital']]",metaphor,7,False
['object' 'nutrition'],13,"[['idea', 'understand'], ['idea', 'analyze'], ['idea', 'important'], ['idea', 'trivial'], ['idea', 'understanding'], ['idea', 'comprehension'], ['idea', 'teaching'], ['idea', 'theory'], ['idea', 'creativity'], ['idea', 'curiosity'], ['idea', 'interestingness'], ['idea', 'originality'], ['idea', 'irrelevance'], ['idea', 'learning'], ['idea', 'provocation'], ['understand', 'analyze'], ['understand', 'important'], ['understand', 'trivial'], ['understand', 'understanding'], ['understand', 'comprehension'], ['understand', 'teaching'], ['understand', 'theory'], ['understand', 'creativity'], ['understand', 'curiosity'], ['understand', 'interestingness'], ['understand', 'originality'], ['understand', 'irrelevance'], ['understand', 'provocation'], ['understand', 'learning'], ['analyze', 'important'], ['analyze', 'trivial'], ['analyze', 'understanding'], ['analyze', 'comprehension'], ['analyze', 'teaching'], ['analyze', 'theory'], ['analyze', 'creativity'], ['analyze', 'curiosity'], ['analyze', 'interestingness'], ['analyze', 'originality'], ['analyze', 'irrelevance'], ['analyze', 'provocation'], ['analyze', 'learning'], ['important', 'trivial'], ['important', 'understanding'], ['important', 'comprehension'], ['important', 'teaching'], ['important', 'theory'], ['important', 'creativity'], ['important', 'curiosity'], ['important', 'interestingness'], ['important', 'originality'], ['important', 'irrelevance'], ['important', 'provocation'], ['important', 'learning'], ['trivial', 'understanding'], ['trivial', 'comprehension'], ['trivial', 'teaching'], ['trivial', 'theory'], ['trivial', 'creativity'], ['trivial', 'curiosity'], ['trivial', 'interestingness'], ['trivial', 'originality'], ['trivial', 'irrelevance'], ['trivial', 'provocation'], ['trivial', 'learning'], ['understanding', 'comprehension'], ['understanding', 'teaching'], ['understanding', 'theory'], ['understanding', 'creativity'], ['understanding', 'curiosity'], ['understanding', 'interestingness'], ['understanding', 'originality'], ['understanding', 'irrelevance'], ['understanding', 'provocation'], ['understanding', 'learning'], ['comprehension', 'teaching'], ['comprehension', 'theory'], ['comprehension', 'creativity'], ['comprehension', 'curiosity'], ['comprehension', 'interestingness'], ['comprehension', 'originality'], ['comprehension', 'irrelevance'], ['comprehension', 'provocation'], ['comprehension', 'learning'], ['teaching', 'theory'], ['teaching', 'creativity'], ['teaching', 'curiosity'], ['teaching', 'interestingness'], ['teaching', 'originality'], ['teaching', 'irrelevance'], ['teaching', 'provocation'], ['teaching', 'learning'], ['theory', 'creativity'], ['theory', 'curiosity'], ['theory', 'interestingness'], ['theory', 'originality'], ['theory', 'irrelevance'], ['theory', 'provocation'], ['theory', 'learning'], ['creativity', 'curiosity'], ['creativity', 'interestingness'], ['creativity', 'originality'], ['creativity', 'irrelevance'], ['creativity', 'provocation'], ['creativity', 'learning'], ['curiosity', 'interestingness'], ['curiosity', 'originality'], ['curiosity', 'irrelevance'], ['curiosity', 'provocation'], ['curiosity', 'learning'], ['interestingness', 'originality'], ['interestingness', 'irrelevance'], ['interestingness', 'provocation'], ['interestingness', 'learning'], ['originality', 'irrelevance'], ['originality', 'provocation'], ['originality', 'learning'], ['irrelevance', 'provocation'], ['irrelevance', 'learning'], ['provocation', 'learning']]",metaphor,114,False
['bloom' 'greenhouse'],0,"[['innovation', 'conference'], ['innovation', 'funding'], ['innovation', 'research'], ['innovation', 'laboratory'], ['innovation', 'experiment'], ['innovation', 'idea'], ['innovation', 'collaboration'], ['funding', 'research'], ['funding', 'laboratory'], ['funding', 'experiment'], ['funding', 'idea'], ['funding', 'conference'], ['funding', 'collaboration'], ['research', 'laboratory'], ['research', 'experiment'], ['research', 'idea'], ['research', 'conference'], ['research', 'collaboration'], ['laboratory', 'experiment'], ['laboratory', 'idea'], ['laboratory', 'conference'], ['laboratory', 'collaboration'], ['experiment', 'idea'], ['experiment', 'conference'], ['experiment', 'collaboration'], ['idea', 'conference'], ['idea', 'collaboration'], ['conference', 'collaboration']]",metaphor,7,False
